Luiz Carlos Motta ,dep.luizcarlosmotta@camara.leg.br,Exmo. Senhor Deputado,415
Luiz Lima ,dep.luizlima@camara.leg.br,Exmo. Senhor Deputado,504
Luiz Nishimori ,dep.luiznishimori@camara.leg.br,Exmo. Senhor Deputado,907
Luiz Philippe de Orleans e Bragança ,dep.luizphilippedeorleansebraganca@camara.leg.br,Exmo. Senhor Deputado,719
Luiza Erundina ,dep.luizaerundina@camara.leg.br,Exma. Senhora Deputada,620
Luizão Goulart ,dep.luizaogoulart@camara.leg.br,Exmo. Senhor Deputado,218
Luizianne Lins ,dep.luiziannelins@camara.leg.br,Exma. Senhora Deputada,713
Magda Mofatto ,dep.magdamofatto@camara.leg.br,Exma. Senhora Deputada,934
Major Fabiana ,dep.majorfabiana@camara.leg.br,Exma. Senhora Deputada,509
Manuel Marcos ,dep.manuelmarcos@camara.leg.br,Exmo. Senhor Deputado,572
Mara Rocha ,dep.mararocha@camara.leg.br,Exma. Senhora Deputada,607
Marcão Gomes ,dep.marcaogomes@camara.leg.br,Exmo. Senhor Deputado,336
Marcel van Hattem,dep.marcelvanhattem@camara.leg.br,Exmo. Senhor Deputado,271
Marcelo Aro ,dep.marceloaro@camara.leg.br,Exmo. Senhor Deputado,821
Marcelo Brum ,dep.marcelobrum@camara.leg.br,Exmo. Senhor Deputado,828
Marcelo Calero ,dep.marcelocalero@camara.leg.br,Exmo. Senhor Deputado,939
Marcelo Freixo ,dep.marcelofreixo@camara.leg.br,Exmo. Senhor Deputado,725
Marcelo Moraes ,dep.marcelomoraes@camara.leg.br,Exmo. Senhor Deputado,258
Marcelo Nilo ,dep.marcelonilo@camara.leg.br,Exmo. Senhor Deputado,520
Marcelo Ramos ,dep.marceloramos@camara.leg.br,Exmo. Senhor Deputado,805
Marcio Alvino ,dep.marcioalvino@camara.leg.br,Exmo. Senhor Deputado,331
Márcio Biolchi ,dep.marciobiolchi@camara.leg.br,Exmo. Senhor Deputado,843
Márcio Jerry ,dep.marciojerry@camara.leg.br,Exmo. Senhor Deputado,372
Márcio Labre ,dep.marciolabre@camara.leg.br,Exmo. Senhor Deputado,325
Márcio Marinho ,dep.marciomarinho@camara.leg.br,Exmo. Senhor Deputado,326
Marco Bertaiolli ,dep.marcobertaiolli@camara.leg.br,Exmo. Senhor Deputado,401
Marcon ,dep.marcon@camara.leg.br,Exmo. Senhor Deputado,569
Marcos Aurélio Sampaio ,dep.marcosaureliosampaio@camara.leg.br,Exmo. Senhor Deputado,565
Marcos Pereira ,dep.marcospereira@camara.leg.br,Exmo. Senhor Deputado,523
Margarete Coelho ,dep.margaretecoelho@camara.leg.br,Exma. Senhora Deputada,210
Margarida Salomão ,dep.margaridasalomao@camara.leg.br,Exma. Senhora Deputada,236
Maria do Rosário ,dep.mariadorosario@camara.leg.br,Exma. Senhora Deputada,312
Maria Rosas ,dep.mariarosas@camara.leg.br,Exma. Senhora Deputada,436
Mariana Carvalho ,dep.marianacarvalho@camara.leg.br,Exma. Senhora Deputada,508
Marília Arraes ,dep.mariliaarraes@camara.leg.br,Exma. Senhora Deputada,654
Marina Santos ,dep.marinasantos@camara.leg.br,Exma. Senhora Deputada,434
Mário Heringer ,dep.marioheringer@camara.leg.br,Exmo. Senhor Deputado,211
Mário Negromonte Jr. ,dep.marionegromontejr@camara.leg.br,Exmo. Senhor Deputado,424
Marlon Santos ,dep.marlonsantos@camara.leg.br,Exmo. Senhor Deputado,760
Marreca Filho ,dep.marrecafilho@camara.leg.br,Exmo. Senhor Deputado,537
Marx Beltrão ,dep.marxbeltrao@camara.leg.br,Exmo. Senhor Deputado,722
Maurício Dziedricki ,dep.mauriciodziedricki@camara.leg.br,Exmo. Senhor Deputado,576
Mauro Benevides Filho ,dep.maurobenevidesfilho@camara.leg.br,Exmo. Senhor Deputado,731
Mauro Lopes ,dep.maurolopes@camara.leg.br,Exmo. Senhor Deputado,844
Mauro Nazif ,dep.mauronazif@camara.leg.br,Exmo. Senhor Deputado,818
Merlong Solano ,dep.merlongsolano@camara.leg.br,Exmo. Senhor Deputado,909
Miguel Lombardi ,dep.miguellombardi@camara.leg.br,Exmo. Senhor Deputado,835
Milton Vieira ,dep.miltonvieira@camara.leg.br,Exmo. Senhor Deputado,344
Misael Varella ,dep.misaelvarella@camara.leg.br,Exmo. Senhor Deputado,721
Moses Rodrigues ,dep.mosesrodrigues@camara.leg.br,Exmo. Senhor Deputado,809
Natália Bonavides ,dep.nataliabonavides@camara.leg.br,Exma. Senhora Deputada,748
Nelson Barbudo ,dep.nelsonbarbudo@camara.leg.br,Exmo. Senhor Deputado,635
Nereu Crispim ,dep.nereucrispim@camara.leg.br,Exmo. Senhor Deputado,483
Neri Geller ,dep.nerigeller@camara.leg.br,Exmo. Senhor Deputado,658
Newton Cardoso Jr ,dep.newtoncardosojr@camara.leg.br,Exmo. Senhor Deputado,932
Ney Leprevost ,dep.neyleprevost@camara.leg.br,Exmo. Senhor Deputado,221
Nicoletti ,dep.nicoletti@camara.leg.br,Exmo. Senhor Deputado,287
Nilson Pinto ,dep.nilsonpinto@camara.leg.br,Exmo. Senhor Deputado,527
Nilto Tatto ,dep.niltotatto@camara.leg.br,Exmo. Senhor Deputado,502
Nivaldo Albuquerque ,dep.nivaldoalbuquerque@camara.leg.br,Exmo. Senhor Deputado,425
Norma Ayub ,dep.normaayub@camara.leg.br,Exma. Senhora Deputada,732
Odair Cunha ,dep.odaircunha@camara.leg.br,Exmo. Senhor Deputado,556
Olival Marques ,dep.olivalmarques@camara.leg.br,Exmo. Senhor Deputado,382
Orlando Silva ,dep.orlandosilva@camara.leg.br,Exmo. Senhor Deputado,923
Osires Damaso ,dep.osiresdamaso@camara.leg.br,Exmo. Senhor Deputado,474
Osmar Terra ,dep.osmarterra@camara.leg.br,Exmo. Senhor Deputado,927
Ossesio Silva ,dep.ossesiosilva@camara.leg.br,Exmo. Senhor Deputado,328
Otoni de Paula ,dep.otonidepaula@camara.leg.br,Exmo. Senhor Deputado,484
Ottaci Nascimento,dep.ottacinascimento@camara.leg.br,Exmo. Senhor Deputado,521
Otto Alencar Filho ,dep.ottoalencarfilho@camara.leg.br,Exmo. Senhor Deputado,444
Padre João ,dep.padrejoao@camara.leg.br,Exmo. Senhor Deputado,743
Pastor Eurico ,dep.pastoreurico@camara.leg.br,Exmo. Senhor Deputado,906
Pastor Gil,dep.pastorgil@camara.leg.br,Exmo. Senhor Deputado,660
Pastor Sargento Isidório ,dep.pastorsargentoisidorio@camara.leg.br,Exmo. Senhor Deputado,817
Patrus Ananias ,dep.patrusananias@camara.leg.br,Exmo. Senhor Deputado,720
Paula Belmonte ,dep.paulabelmonte@camara.leg.br,Exma. Senhora Deputada,440
Paulão ,dep.paulao@camara.leg.br,Exmo. Senhor Deputado,366
Paulo Abi-Ackel,dep.pauloabiackel@camara.leg.br,Exmo. Senhor Deputado,718
Paulo Azi ,dep.pauloazi@camara.leg.br,Exmo. Senhor Deputado,422
Paulo Bengtson ,dep.paulobengtson@camara.leg.br,Exmo. Senhor Deputado,505
Paulo Eduardo Martins ,dep.pauloeduardomartins@camara.leg.br,Exmo. Senhor Deputado,233
Paulo Freire Costa ,dep.paulofreirecosta@camara.leg.br,Exmo. Senhor Deputado,416
Paulo Ganime ,dep.pauloganime@camara.leg.br,Exmo. Senhor Deputado,230
Paulo Guedes ,dep.pauloguedes@camara.leg.br,Exmo. Senhor Deputado,833
Paulo Magalhães ,dep.paulomagalhaes@camara.leg.br,Exmo. Senhor Deputado,903
Paulo Marinho Jr ,dep.paulomarinhojr@camara.leg.br,Exmo. Senhor Deputado,513
Paulo Pereira da Silva ,dep.paulopereiradasilva@camara.leg.br,Exmo. Senhor Deputado,217
Paulo Pimenta ,dep.paulopimenta@camara.leg.br,Exmo. Senhor Deputado,552
Paulo Ramos ,dep.pauloramos@camara.leg.br,Exmo. Senhor Deputado,804
Paulo Teixeira ,dep.pauloteixeira@camara.leg.br,Exmo. Senhor Deputado,281
Pedro Augusto Bezerra ,dep.pedroaugustobezerra@camara.leg.br,Exmo. Senhor Deputado,413
Pedro Cunha Lima ,dep.pedrocunhalima@camara.leg.br,Exmo. Senhor Deputado,810
Pedro Lucas Fernandes ,dep.pedrolucasfernandes@camara.leg.br,Exmo. Senhor Deputado,814
Pedro Lupion ,dep.pedrolupion@camara.leg.br,Exmo. Senhor Deputado,375
Pedro Paulo ,dep.pedropaulo@camara.leg.br,Exmo. Senhor Deputado,727
Pedro Uczai ,dep.pedrouczai@camara.leg.br,Exmo. Senhor Deputado,229
Pedro Westphalen ,dep.pedrowestphalen@camara.leg.br,Exmo. Senhor Deputado,526
Perpétua Almeida ,dep.perpetuaalmeida@camara.leg.br,Exma. Senhora Deputada,310
Pinheirinho ,dep.pinheirinho@camara.leg.br,Exmo. Senhor Deputado,584
Policial Katia Sastre ,dep.policialkatiasastre@camara.leg.br,Exma. Senhora Deputada,428
Pompeo de Mattos ,dep.pompeodemattos@camara.leg.br,Exmo. Senhor Deputado,704
Pr. Marco Feliciano ,dep.pr.marcofeliciano@camara.leg.br,Exmo. Senhor Deputado,254
Professor Alcides ,dep.professoralcides@camara.leg.br,Exmo. Senhor Deputado,441
Professor Israel Batista ,dep.professorisraelbatista@camara.leg.br,Exmo. Senhor Deputado,854
Professor Joziel ,dep.professorjoziel@camara.leg.br,Exmo. Senhor Deputado,929
Professora Dayane Pimentel ,dep.professoradayanepimentel@camara.leg.br,Exma. Senhora Deputada,348
Professora Dorinha Seabra Rezende ,dep.professoradorinhaseabrarezende@camara.leg.br,Exma. Senhora Deputada,432
Professora Marcivania ,dep.professoramarcivania@camara.leg.br,Exma. Senhora Deputada,338
Professora Rosa Neide ,dep.professorarosaneide@camara.leg.br,Exma. Senhora Deputada,371
Rafael Motta ,dep.rafaelmotta@camara.leg.br,Exmo. Senhor Deputado,626
Raimundo Costa ,dep.raimundocosta@camara.leg.br,Exmo. Senhor Deputado,226
Raul Henry ,dep.raulhenry@camara.leg.br,Exmo. Senhor Deputado,707
Reginaldo Lopes ,dep.reginaldolopes@camara.leg.br,Exmo. Senhor Deputado,426
Rejane Dias ,dep.rejanedias@camara.leg.br,Exma. Senhora Deputada,624
Renildo Calheiros ,dep.renildocalheiros@camara.leg.br,Exmo. Senhor Deputado,915
Ricardo Barros ,dep.ricardobarros@camara.leg.br,Exmo. Senhor Deputado,412
Ricardo Guidi ,dep.ricardoguidi@camara.leg.br,Exmo. Senhor Deputado,407
Ricardo Izar ,dep.ricardoizar@camara.leg.br,Exmo. Senhor Deputado,634
Ricardo Silva,dep.ricardosilva@camara.leg.br,Exmo. Senhor Deputado,904
Ricardo Teobaldo ,dep.ricardoteobaldo@camara.leg.br,Exmo. Senhor Deputado,603
Robério Monteiro ,dep.roberiomonteiro@camara.leg.br,Exmo. Senhor Deputado,733
Roberto Alves ,dep.robertoalves@camara.leg.br,Exmo. Senhor Deputado,946
Roberto de Lucena ,dep.robertodelucena@camara.leg.br,Exmo. Senhor Deputado,235
Rodrigo Agostinho ,dep.rodrigoagostinho@camara.leg.br,Exmo. Senhor Deputado,801
Rodrigo Coelho ,dep.rodrigocoelho@camara.leg.br,Exmo. Senhor Deputado,329
Rodrigo de Castro ,dep.rodrigodecastro@camara.leg.br,Exmo. Senhor Deputado,701
Rodrigo Maia ,dep.rodrigomaia@camara.leg.br,Exmo. Senhor Deputado,5
Rogério Correia ,dep.rogeriocorreia@camara.leg.br,Exmo. Senhor Deputado,614
Rogério Peninha Mendonça ,dep.rogeriopeninhamendonca@camara.leg.br,Exmo. Senhor Deputado,656
Roman ,dep.roman@camara.leg.br,Exmo. Senhor Deputado,575
Ronaldo Carletto ,dep.ronaldocarletto@camara.leg.br,Exmo. Senhor Deputado,262
Ronaldo Martins ,dep.ronaldomartins@camara.leg.br,Exmo. Senhor Deputado,546
Rosana Valle ,dep.rosanavalle@camara.leg.br,Exma. Senhora Deputada,529
Rosangela Gomes ,dep.rosangelagomes@camara.leg.br,Exma. Senhora Deputada,438
Rose Modesto ,dep.rosemodesto@camara.leg.br,Exma. Senhora Deputada,414
Rubens Bueno ,dep.rubensbueno@camara.leg.br,Exmo. Senhor Deputado,916
Rubens Otoni ,dep.rubensotoni@camara.leg.br,Exmo. Senhor Deputado,501
Rui Falcão ,dep.ruifalcao@camara.leg.br,Exmo. Senhor Deputado,819
Ruy Carneiro ,dep.ruycarneiro@camara.leg.br,Exmo. Senhor Deputado,536
Sâmia Bomfim ,dep.samiabomfim@camara.leg.br,Exma. Senhora Deputada,623
Samuel Moreira ,dep.samuelmoreira@camara.leg.br,Exmo. Senhor Deputado,921
Sanderson ,dep.sanderson@camara.leg.br,Exmo. Senhor Deputado,354
Santini ,dep.santini@camara.leg.br,Exmo. Senhor Deputado,228
Sargento Fahur ,dep.sargentofahur@camara.leg.br,Exmo. Senhor Deputado,858
Schiavinato ,dep.schiavinato@camara.leg.br,Exmo. Senhor Deputado,746
Sebastião Oliveira ,dep.sebastiaooliveira@camara.leg.br,Exmo. Senhor Deputado,225
Sérgio Brito ,dep.sergiobrito@camara.leg.br,Exmo. Senhor Deputado,638
Sergio Souza ,dep.sergiosouza@camara.leg.br,Exmo. Senhor Deputado,702
Sergio Toledo ,dep.sergiotoledo@camara.leg.br,Exmo. Senhor Deputado,539
Sergio Vidigal ,dep.sergiovidigal@camara.leg.br,Exmo. Senhor Deputado,812
Severino Pessoa ,dep.severinopessoa@camara.leg.br,Exmo. Senhor Deputado,467
Shéridan ,dep.sheridan@camara.leg.br,Exma. Senhora Deputada,246
Sidney Leite ,dep.sidneyleite@camara.leg.br,Exmo. Senhor Deputado,266
Silas Câmara ,dep.silascamara@camara.leg.br,Exmo. Senhor Deputado,532
Silvia Cristina ,dep.silviacristina@camara.leg.br,Exma. Senhora Deputada,524
Silvio Costa Filho ,dep.silviocostafilho@camara.leg.br,Exmo. Senhor Deputado,402
Soraya Santos ,dep.sorayasantos@camara.leg.br,Exma. Senhora Deputada,324
Sóstenes Cavalcante ,dep.sostenescavalcante@camara.leg.br,Exmo. Senhor Deputado,560
Stefano Aguiar ,dep.stefanoaguiar@camara.leg.br,Exmo. Senhor Deputado,341
Subtenente Gonzaga ,dep.subtenentegonzaga@camara.leg.br,Exmo. Senhor Deputado,750
Tabata Amaral ,dep.tabataamaral@camara.leg.br,Exma. Senhora Deputada,848
Tadeu Alencar ,dep.tadeualencar@camara.leg.br,Exmo. Senhor Deputado,820
Tadeu Filippelli,dep.tadeufilippelli@camara.leg.br,Exmo. Senhor Deputado,260
Talíria Petrone ,dep.taliriapetrone@camara.leg.br,Exma. Senhora Deputada,617
Ted Conti ,dep.tedconti@camara.leg.br,Exmo. Senhor Deputado,839
Tereza Nelma ,dep.terezanelma@camara.leg.br,Exma. Senhora Deputada,322
Tiago Dimas ,dep.tiagodimas@camara.leg.br,Exmo. Senhor Deputado,269
Tiago Mitraud ,dep.tiagomitraud@camara.leg.br,Exmo. Senhor Deputado,544
Tiririca ,dep.tiririca@camara.leg.br,Exmo. Senhor Deputado,343
Toninho Wandscheer ,dep.toninhowandscheer@camara.leg.br,Exmo. Senhor Deputado,902
Túlio Gadêlha ,dep.tuliogadelha@camara.leg.br,Exmo. Senhor Deputado,360
Uldurico Junior ,dep.ulduricojunior@camara.leg.br,Exmo. Senhor Deputado,729
Valdevan Noventa ,dep.valdevannoventa@camara.leg.br,Exmo. Senhor Deputado,637
Valmir Assunção ,dep.valmirassuncao@camara.leg.br,Exmo. Senhor Deputado,739
Vander Loubet ,dep.vanderloubet@camara.leg.br,Exmo. Senhor Deputado,838
Vanderlei Macris ,dep.vanderleimacris@camara.leg.br,Exmo. Senhor Deputado,618
Vavá Martins ,dep.vavamartins@camara.leg.br,Exmo. Senhor Deputado,901
Vermelho ,dep.vermelho@camara.leg.br,Exmo. Senhor Deputado,920
Vicentinho ,dep.vicentinho@camara.leg.br,Exmo. Senhor Deputado,740
Vicentinho Júnior ,dep.vicentinhojunior@camara.leg.br,Exmo. Senhor Deputado,204
Vilson da Fetaemg ,dep.vilsondafetaemg@camara.leg.br,Exmo. Senhor Deputado,648
Vinicius Carvalho ,dep.viniciuscarvalho@camara.leg.br,Exmo. Senhor Deputado,356
Vinicius Farah ,dep.viniciusfarah@camara.leg.br,Exmo. Senhor Deputado,429
Vinicius Gurgel ,dep.viniciusgurgel@camara.leg.br,Exmo. Senhor Deputado,852
Vinicius Poit ,dep.viniciuspoit@camara.leg.br,Exmo. Senhor Deputado,558
Vitor Hugo ,dep.vitorhugo@camara.leg.br,Exmo. Senhor Deputado,803
Vitor Lippi ,dep.vitorlippi@camara.leg.br,Exmo. Senhor Deputado,823
Waldenor Pereira ,dep.waldenorpereira@camara.leg.br,Exmo. Senhor Deputado,954
Walter Alves ,dep.walteralves@camara.leg.br,Exmo. Senhor Deputado,435
Weliton Prado ,dep.welitonprado@camara.leg.br,Exmo. Senhor Deputado,250
Wellington Roberto ,dep.wellingtonroberto@camara.leg.br,Exmo. Senhor Deputado,514
Wilson Santiago ,dep.wilsonsantiago@camara.leg.br,Exmo. Senhor Deputado,534
Wladimir Garotinho ,dep.wladimirgarotinho@camara.leg.br,Exmo. Senhor Deputado,274
Wolney Queiroz ,dep.wolneyqueiroz@camara.leg.br,Exmo. Senhor Deputado,936
Zé Carlos ,dep.zecarlos@camara.leg.br,Exmo. Senhor Deputado,543
Zé Neto ,dep.zeneto@camara.leg.br,Exmo. Senhor Deputado,585
Zé Silva ,dep.zesilva@camara.leg.br,Exmo. Senhor Deputado,608
Zé Vitor ,dep.zevitor@camara.leg.br,Exmo. Senhor Deputado,525
Zeca Dirceu ,dep.zecadirceu@camara.leg.br,Exmo. Senhor Deputado,613
